taxonID,scientificNameID,taxonConceptID,taxonomicStatus,kingdom,scientificName,verbatimIdentification,taxonRank,vernacularName,taxonRemarks,identificationQualifier
KL_Fish_0000044,26649,t0049677,accepted,Animalia,Anampses caeruleopunctatus,Anampses caeruleopunctatus,species,青斑阿南魚,,
KL_Fish_0000185,35618,t0057020,accepted,Animalia,Balistoides viridescens,Balistoides viridescens,species,褐擬鱗魨,,
KL_Fish_0000127,35787,t0030134,accepted,Animalia,Carangoides coeruleopinnatus,Carangoides coeruleopinnatus,species,青羽若鰺,,
KL_Fish_0000122,27772,t0050208,accepted,Animalia,Chaetodon bennetti,Chaetodon bennetti,species,本氏蝴蝶魚,,
KL_Fish_0000115,27819,t0050218,accepted,Animalia,Chaetodon speculum,Chaetodon speculum,species,鏡斑蝴蝶魚,,
KL_Fish_0000121,27822,t0050219,accepted,Animalia,Chaetodon trifascialis,Chaetodon trifascialis,species,川紋蝴蝶魚,,
KL_Fish_0000048,35871,t0030362,accepted,Animalia,Cheilio inermis,Cheilio inermis,species,管唇魚,,
KL_Fish_0000150,27882,t0050245,accepted,Animalia,Cheilodactylus zonatus,Cheilodactylus zonatus,species,花尾唇指䱵,,
KL_Fish_0000025,35945,t0030485,accepted,Animalia,Chrysiptera unimaculata,Chrysiptera unimaculata,species,無斑刻齒雀鯛,,
KL_Fish_0000054,28234,t0030699,accepted,Animalia,Coris aygula,Coris aygula,species,紅喉盔魚,,
KL_Fish_0000130,36092,t0030912,accepted,Animalia,Decapterus macarellus,Decapterus macarellus,species,頜圓鰺,,
KL_Fish_0000060,11391,t0020376,accepted,Animalia,Halichoeres,Halichoeres,genus,海豬魚屬,,
KL_Fish_0000156,32190,t0052415,accepted,Animalia,Parapercis clathrata,Parapercis clathrata,species,四斑擬鱸,,
KL_Fish_0000031,32743,t0055882,accepted,Animalia,Pomacentrus bankanensis,Pomacentrus bankanensis,species,班卡雀鯛,,
KL_Fish_0000247,33770,t0032980,accepted,Animalia,Sphyraena flavicauda,Sphyraena flavicauda,species,黃尾金梭魚,,
KL_Fish_0000034,37893,t0033032,accepted,Animalia,Stegastes obreptus,Stegastes obreptus,species,斑棘高身雀鯛,,
KL_Fish_0000191,37918,t0033125,accepted,Animalia,Sufflamen chrysopterum,Sufflamen chrysopterum,species,金鰭鼓氣鱗魨,,
KL_Fish_0000149,34520,t0056685,accepted,Animalia,Upeneus tragula,Upeneus tragula,species,黑斑緋鯉,,
KL_Fish_0000106,38154,t0028594,accepted,Animalia,Zebrasoma velifer,Zebrasoma velifer,species,橫帶高鰭刺尾鯛,,
KL_Fish_0000011,35372,t0056795,accepted,Animalia,Abudefduf septemfasciatus,Abudefduf septemfasciatus,species,七帶豆娘魚,,
KL_Fish_0000206,3592,t0005531,accepted,Animalia,Carangidae,Carangidae,family,鰺科,,
KL_Fish_0000010,35373,t0056796,accepted,Animalia,Abudefduf sexfasciatus,Abudefduf sexfasciatus,species,六線豆娘魚,,
KL_Fish_0000109,35854,t0030307,accepted,Animalia,Chaetodon lunula,Chaetodon lunula,species,月斑蝴蝶魚,,
KL_Fish_0000046,35869,t0030357,accepted,Animalia,Cheilinus chlorourus,Cheilinus chlorourus,species,綠尾唇魚,,
KL_Fish_0000053,36010,t0030702,accepted,Animalia,Coris gaimard,Coris gaimard,species,蓋馬氏盔魚,,
KL_Fish_0000059,36490,t0029491,accepted,Animalia,Halichoeres hortulanus,Halichoeres hortulanus,species,雲斑海豬魚,,
KL_Fish_0000141,36727,t0027265,accepted,Animalia,Kyphosus cinerascens,Kyphosus cinerascens,species,天竺舵魚,,
KL_Fish_0000085,37223,t0031408,accepted,Animalia,Oxycheilinus bimaculatus,Oxycheilinus bimaculatus,species,雙斑尖唇魚,,
KL_Fish_0000084,37227,t0031412,accepted,Animalia,Oxycheilinus unifasciatus,Oxycheilinus unifasciatus,species,單帶尖唇魚,,
KL_Fish_0000030,37453,t0031994,accepted,Animalia,Plectroglyphidodon dickii,Plectroglyphidodon dickii,species,迪克氏固曲齒鯛,,
KL_Fish_0000029,37456,t0031997,accepted,Animalia,Plectroglyphidodon leucozonus,Plectroglyphidodon leucozonus,species,白帶固曲齒鯛,,
KL_Fish_0000209,4938,t0004449,accepted,Animalia,Pomacanthidae,Pomacanthidae,family,蓋刺魚科,,
KL_Fish_0000086,37601,t0032328,accepted,Animalia,Pteragogus enneacanthus,Pteragogus enneacanthus,species,九棘長鰭鸚鯛,,
KL_Fish_0000146,37817,t0032829,accepted,Animalia,Siganus fuscescens,Siganus fuscescens,species,褐臭肚魚,,
KL_Fish_0000143,37865,t0032979,accepted,Animalia,Sphyraena barracuda,Sphyraena barracuda,species,巴拉金梭魚,,
KL_Fish_0000033,263941,t0033026,accepted,Animalia,Plectroglyphidodon altus,Plectroglyphidodon altus,species,背斑高身雀鯛,,
KL_Fish_0000089,18971,t0017390,accepted,Animalia,Thalassoma,Thalassoma,genus,錦魚屬,,
KL_Fish_0000075,38000,t0033345,accepted,Animalia,Thalassoma amblycephalum,Thalassoma amblycephalum,species,鈍頭錦魚,,
KL_Fish_0000078,38002,t0033347,accepted,Animalia,Thalassoma hardwicke,Thalassoma hardwicke,species,哈氏錦魚,,
KL_Fish_0000079,38003,t0033348,accepted,Animalia,Thalassoma jansenii,Thalassoma jansenii,species,詹氏錦魚,,
KL_Fish_0000076,38004,t0033349,accepted,Animalia,Thalassoma lunare,Thalassoma lunare,species,新月錦魚,,
KL_Fish_0000003,19499,t0017901,accepted,Animalia,Tylosurus,Tylosurus,genus,圓頜針魚屬,叉尾鶴鱵屬,
KL_Insect_0000127,88979,t0040105,accepted,Animalia,Strumigenys membranifera,Strumigenys membranifera,species,節膜瘤顎家蟻,節膜角瘤家蟻,
KL_Insect_0000128,12041,t0021005,accepted,Animalia,Hypoponera,Hypoponera,genus,姬針蟻屬,,
KL_Insect_0000160,3782,t0005713,accepted,Animalia,Crambidae,Crambidae,family,草螟科,草螟蛾科,
KL_Insect_0000161,3699,t0005633,accepted,Animalia,Cicadellidae,Cicadellidae,family,葉蟬科,,
KL_Insect_0000162,7651,t0011014,accepted,Animalia,Brachymeria,Brachymeria,genus,大腿小蜂屬,,
KL_Insect_0000116,8233,t0011575,accepted,Animalia,Ceratina,Ceratina,genus,蘆蜂,,
KL_Insect_0000164,4036,t0005964,accepted,Animalia,Eurytomidae,Eurytomidae,family,廣肩小蜂科,,
KL_Insect_0000165,3514,t0005457,accepted,Animalia,Braconidae,Braconidae,family,小繭蜂科,,
KL_Insect_0000166,9518,t0018545,accepted,Animalia,Dermestes,Dermestes,genus,鰹節蟲屬,,
KL_Reptile_0000002,76423,t0066916,accepted,Animalia,Laticauda semifasciata,Laticauda semifasciata,species,闊帶青斑海蛇,,
KL_Reptile_0000003,70181,t0061401,accepted,Animalia,Dermochelys coriacea,Dermochelys coriacea,species,革龜,,
KL_Avian_0000003,78251,t0068483,accepted,Animalia,Mareca penelope,Mareca penelope,species,赤頸鴨,,
KL_Cetacean_0000002,91214,t0028415,accepted,Animalia,Tursiops truncatus,Tursiops truncatus,species,真瓶鼻海豚,,
KL_Cetacean_0000006,5558,t0001757,accepted,Animalia,Cetacea,Cetacea,order,未知鯨豚,鯨目,
KL_Insect_0000167,3369,t0005316,accepted,Animalia,Aphididae,Aphididae,family,常蚜科,蚜蟲,
KL_Insect_0000041,17796,t0016245,accepted,Animalia,Scopula,Scopula,genus,岩尺蛾屬,,
KL_Insect_0000113,75735,t0027126,accepted,Animalia,Ischiodon scutellaris,Ischiodon scutellaris,species,短刺蚜蠅,,
KL_Insect_0000169,4574,t0006487,accepted,Animalia,Muscidae,Muscidae,family,家蠅科,,
KL_Insect_0000170,3811,t0005742,accepted,Animalia,Curculionidae,Curculionidae,family,象鼻蟲科,,
KL_Insect_0000171,3807,t0005738,accepted,Animalia,Culicidae,Culicidae,family,蚊科,,
KL_Insect_0000172,4144,t0006071,accepted,Animalia,Gryllidae,Gryllidae,family,蟋蟀科,,
KL_Insect_0000173,16023,t0014509,accepted,Animalia,Pheidole,Pheidole,genus,大頭家蟻屬,,
KL_Insect_0000174,3853,t0005783,accepted,Animalia,Deltocephalidae,Deltocephalidae,family,角頂葉蟬科,,
KL_Insect_0000175,4873,t0004388,accepted,Animalia,Pipunculidae,Pipunculidae,family,頭蠅科,,
KL_Insect_0000176,3542,t0005483,accepted,Animalia,Caeciliusidae,Caeciliusidae,family,毛嚙蟲科,,
KL_Insect_0000177,3630,t0005568,accepted,Animalia,Ceratopogonidae,Ceratopogonidae,family,蠓科,,
KL_Insect_0000178,3682,t0005618,accepted,Animalia,Chloropidae,Chloropidae,family,稈蠅科,,
KL_Insect_0000179,3293,t0005243,accepted,Animalia,Agromyzidae,Agromyzidae,family,潛蠅科,,
KL_Insect_0000112,70514,t0031052,accepted,Animalia,Dioxyna sororcula,Dioxyna sororcula,species,長鞘寬頭實蠅,,
KL_Insect_0000180,4462,t0006377,accepted,Animalia,Malachiidae,Malachiidae,family,耀夜螢科,,
KL_Avian_0000237,3253,t0005203,accepted,Animalia,Accipitridae,Accipitridae,family,鷹科,,
KL_Avian_0000238,3397,t0005343,accepted,Animalia,Ardeidae,Ardeidae,family,鷺科,,
KL_Avian_0000239,148445,t0101679,accepted,Animalia,Sterninae,Sterninae,subfamily,燕鷗亞科,,
KL_Fish_0000193,35446,t0056862,accepted,Animalia,Aluterus scriptus,Aluterus scriptus,species,長尾革單棘魨,,
KL_Fish_0000200,3455,t0005400,accepted,Animalia,Balistidae,Balistidae,family,鱗魨科,,
KL_Fish_0000126,35795,t0030143,accepted,Animalia,Carangoides orthogrammus,Carangoides orthogrammus,species,直線若鰺,,
KL_Fish_0000201,287193,t0135607,accepted,Animalia,Tilapia,Tilapia,genus,光鰓雀,,
KL_Fish_0000019,27981,t0050300,accepted,Animalia,Chromis albicauda,Chromis albicauda,species,白尾光鰓雀鯛,,
KL_Fish_0000202,36205,t0028878,accepted,Animalia,Enchelycore pardalis,Enchelycore pardalis,species,豹紋勾吻鯙,,
KL_Fish_0000212,4552,t0006465,accepted,Animalia,Monacanthidae,Monacanthidae,family,單棘魨科,,
KL_Fish_0000102,37033,t0057146,accepted,Animalia,Naso brevirostris,Naso brevirostris,species,短吻鼻魚,,
KL_Fish_0000104,37035,t0028231,accepted,Animalia,Naso lituratus,Naso lituratus,species,黑背鼻魚,,
KL_Fish_0000198,37428,t0031953,accepted,Animalia,Platax orbicularis,Platax orbicularis,species,圓眼燕魚,,
KL_Fish_0000004,35369,t0056792,accepted,Animalia,Ablennes hians,Ablennes hians,species,扁鶴鱵,,
KL_Fish_0000186,35616,t0057018,accepted,Animalia,Balistapus undulatus,Balistapus undulatus,species,波紋鉤鱗魨,波紋鈎鱗魨 | 黃帶砲彈| 鉤板機魨,
KL_Fish_0000047,35761,t0030087,accepted,Animalia,Calotomus japonicus,Calotomus japonicus,species,日本鸚鯉,,
KL_Fish_0000129,27591,t0050136,accepted,Animalia,Caranx melampygus,Caranx melampygus,species,藍鰭鰺,,
KL_Fish_0000050,35914,t0030441,accepted,Animalia,Chlorurus sordidus,Chlorurus sordidus,species,藍頭綠鸚哥魚,,
KL_Fish_0000027,35943,t0030483,accepted,Animalia,Chrysiptera starcki,Chrysiptera starcki,species,史氏刻齒雀鯛,,
KL_Fish_0000051,36009,t0030701,accepted,Animalia,Coris caudimacula,Coris caudimacula,species,尾斑盔魚,,
KL_Fish_0000100,36035,t0030777,accepted,Animalia,Ctenochaetus striatus,Ctenochaetus striatus,species,漣紋櫛齒刺尾鯛,,
KL_Fish_0000145,36450,t0029427,accepted,Animalia,Gymnosarda unicolor,Gymnosarda unicolor,species,裸鰆,,
KL_Fish_0000125,29925,t0029620,accepted,Animalia,Heniochus chrysostomus,Heniochus chrysostomus,species,三帶立旗鯛,,
KL_Fish_0000065,36731,t0027271,accepted,Animalia,Labrichthys unilineatus,Labrichthys unilineatus,species,單線突唇魚,,
KL_Fish_0000148,36995,t0028122,accepted,Animalia,Mulloidichthys vanicolensis,Mulloidichthys vanicolensis,species,金帶擬鬚鯛,,
KL_Fish_0000101,37031,t0028228,accepted,Animalia,Naso annulatus,Naso annulatus,species,環紋鼻魚,,
KL_Fish_0000041,37269,t0031497,accepted,Animalia,Paracirrhites forsteri,Paracirrhites forsteri,species,福氏副䱵,,
KL_Fish_0000072,17692,t0016141,accepted,Animalia,Scarus,Scarus,genus,鸚哥魚屬,,
KL_Fish_0000069,33338,t0032656,accepted,Animalia,Scarus ghobban,Scarus ghobban,species,藍點鸚哥魚,,
KL_Fish_0000071,33354,t0056168,accepted,Animalia,Scarus rubroviolaceus,Scarus rubroviolaceus,species,紅紫鸚哥魚,,
KL_Fish_0000161,37784,t0032733,accepted,Animalia,Scorpaenopsis cirrosa,Scorpaenopsis cirrosa,species,鬚擬鮋,,
KL_Fish_0000107,38153,t0028593,accepted,Animalia,Zebrasoma scopas,Zebrasoma scopas,species,小高鰭刺尾鯛,,
KL_Fish_0000001,36868,t0028061,accepted,Animalia,Manta birostris,Manta birostris,species,雙吻前口蝠鱝,,
KL_Fish_0000116,27778,t0030303,accepted,Animalia,Chaetodon citrinellus,Chaetodon citrinellus,species,胡麻斑蝴蝶魚,,
KL_Fish_0000119,27826,t0050220,accepted,Animalia,Chaetodon unimaculatus,Chaetodon unimaculatus,species,一點蝴蝶魚,,
KL_Fish_0000120,27827,t0050221,accepted,Animalia,Chaetodon vagabundus,Chaetodon vagabundus,species,飄浮蝴蝶魚,,
KL_Fish_0000017,35932,t0030470,accepted,Animalia,Chromis ternatensis,Chromis ternatensis,species,三葉光鰓雀鯛,,
KL_Fish_0000037,35966,t0030551,accepted,Animalia,Cirripectes castaneus,Cirripectes castaneus,species,頰紋頸鬚鳚,,
KL_Fish_0000061,36501,t0029503,accepted,Animalia,Halichoeres trimaculatus,Halichoeres trimaculatus,species,三斑海豬魚,,
KL_Fish_0000158,263980,t0056002,accepted,Animalia,Pteropterus paucispinula,Pteropterus paucispinula,species,少棘簑鮋,,
KL_Fish_0000070,33345,t0032659,accepted,Animalia,Scarus niger,Scarus niger,species,黑鸚哥魚,,
KL_Fish_0000035,37890,t0033029,accepted,Animalia,Stegastes fasciolatus,Stegastes fasciolatus,species,藍紋高身雀鯛,,
KL_Fish_0000073,37902,t0033065,accepted,Animalia,Stethojulis strigiventer,Stethojulis strigiventer,species,虹紋紫胸魚,虹紋鸚鯛 | 柳冷仔 | 虹紋龍 | 汕冷仔,
KL_Fish_0000189,37917,t0033124,accepted,Animalia,Sufflamen bursa,Sufflamen bursa,species,頸帶鼓氣鱗魨,,
KL_Fish_0000081,38001,t0033346,accepted,Animalia,Thalassoma cupido,Thalassoma cupido,species,環帶錦魚,,
KL_Insect_0000114,62913,t0057621,accepted,Animalia,Allograpta javana,Allograpta javana,species,爪哇蚜蠅,,
KL_Insect_0000182,5595,t0001831,accepted,Animalia,Diptera,Diptera,order,雙翅目,,
KL_Insect_0000186,9592,t0018616,accepted,Animalia,Diasemia,Diasemia,genus,草螟蛾,,
KL_Insect_0000097,8305,t0011644,accepted,Animalia,Chaetocnema,Chaetocnema,genus,凹脛葉蚤屬,,
KL_Insect_0000107,11248,t0020235,accepted,Animalia,Gonocephalum,Gonocephalum,genus,潛砂蟲屬,,
KL_Insect_0000190,3583,t0005523,accepted,Animalia,Cantharidae,Cantharidae,family,菊虎科,,
KL_Insect_0000191,,,invalid,Animalia,Scymninae,Scymninae,subfamily,小毛瓢蟲亞科,,
KL_Insect_0000192,5029,t0004539,accepted,Animalia,Pyralidae,Pyralidae,family,螟蛾科,,
KL_Insect_0000193,9538,t0018565,accepted,Animalia,Deudorix,Deudorix,genus,玳灰蝶屬,,
KL_Insect_0000194,3915,t0005845,accepted,Animalia,Dolichopodidae,Dolichopodidae,family,長足虻科,,
KL_Insect_0000195,4338,t0006262,accepted,Animalia,Lauxaniidae,Lauxaniidae,family,縞蠅科,,
KL_Insect_0000111,16504,t0014978,accepted,Animalia,Pollenia,Pollenia,genus,粉蠅屬,,
KL_Insect_0000197,3983,t0005912,accepted,Animalia,Ephydridae,Ephydridae,family,水蠅科,,
KL_Insect_0000198,4024,t0005952,accepted,Animalia,Eulophidae,Eulophidae,family,姬小蜂科,釉小蜂科,
KL_Insect_0000199,,,invalid,Animalia,Campopleginae,Campopleginae,subfamily,縫姬蜂亞科,,
KL_Insect_0000200,,,invalid,Animalia,Cremastinae,Cremastinae,subfamily,分距姬蜂亞科,,
KL_Insect_0000201,3644,t0005581,accepted,Animalia,Chalcididae,Chalcididae,family,小蜂科,,
KL_Insect_0000202,4062,t0005989,accepted,Animalia,Formicidae,Formicidae,family,蟻科,,
KL_Insect_0000067,9067,t0012393,accepted,Animalia,Creontiades,Creontiades,genus,淡盲蝽屬,,
KL_Insect_0000068,19520,t0017921,accepted,Animalia,Tytthus,Tytthus,genus,淡翅盲蝽屬,,
KL_Insect_0000069,17833,t0006933,accepted,Animalia,Sejanus,Sejanus,genus,楔盲蝽屬,,
KL_Insect_0000206,4540,t0006453,accepted,Animalia,Miridae,Miridae,family,盲蝽科,,
KL_Insect_0000061,85548,t0032286,accepted,Animalia,Pseudopachybrachius guttus,Pseudopachybrachius guttus,species,圓眼長蝽,,
KL_Insect_0000207,14766,t0013276,accepted,Animalia,Nysius,Nysius,genus,小長蝽屬,,
KL_Insect_0000070,15067,t0013575,accepted,Animalia,Orius,Orius,genus,小花蝽屬,,
KL_Insect_0000209,5410,t0004909,accepted,Animalia,Tropiduchidae,Tropiduchidae,family,軍配飛蝨科,,
KL_BenthicInvertebrate_0000096,4571,t0006484,accepted,Animalia,Muricidae,Muricidae,family,骨螺科,,
KL_BenthicInvertebrate_0000097,10395,t0019405,accepted,Animalia,Eriphia,Eriphia,genus,酋蟹屬,,
KL_BenthicInvertebrate_0000098,11295,t0020282,accepted,Animalia,Grapsus,Grapsus,genus,方蟹屬,,
KL_BenthicInvertebrate_0000099,12745,t0021689,accepted,Animalia,Leptodius,Leptodius,genus,皺蟹屬,,
KL_BenthicInvertebrate_0000069,12855,t0021798,accepted,Animalia,Ligia,Ligia,genus,海蟑螂屬,,
KL_BenthicInvertebrate_0000032,13463,t0022389,accepted,Animalia,Megabalanus,Megabalanus,genus,巨藤壺屬,,
KL_BenthicInvertebrate_0000089,14982,t0013492,accepted,Animalia,Ophiocoma,Ophiocoma,genus,櫛蛇尾屬,,
KL_BenthicInvertebrate_0000100,4728,t0004247,accepted,Animalia,Ostreidae,Ostreidae,family,牡蠣科,,
KL_Fish_0000203,3249,t0005199,accepted,Animalia,Acanthuridae,Acanthuridae,family,刺尾鯛科,,
KL_Fish_0000093,26271,t0049451,accepted,Animalia,Acanthurus dussumieri,Acanthurus dussumieri,species,杜氏刺尾鯛,,
KL_Fish_0000136,35844,t0030261,accepted,Animalia,Cephalopholis urodeta,Cephalopholis urodeta,species,尾紋九刺鮨,,
KL_Fish_0000123,27808,t0050213,accepted,Animalia,Chaetodon plebeius,Chaetodon plebeius,species,藍斑蝴蝶魚,,
KL_Fish_0000190,37919,t0033126,accepted,Animalia,Sufflamen fraenatum,Sufflamen fraenatum,species,黃紋鼓氣鱗魨,,
KL_Insect_0000071,8997,t0012324,accepted,Animalia,Corythucha,Corythucha,genus,方翅網蝽屬,,
KL_Insect_0000110,8559,t0011895,accepted,Animalia,Chrysomya,Chrysomya,genus,金蠅屬,,
KL_Insect_0000213,4269,t0006194,accepted,Animalia,Ichneumonidae,Ichneumonidae,family,姬蜂科,,
KL_Insect_0000214,31873,t0052240,accepted,Animalia,Oraesia excavata,Oraesia excavata,species,鳥嘴壺夜蛾,,
KL_Insect_0000060,92973,t0085702,accepted,Animalia,Geocoris pallidipennis scissilis,Geocoris pallidipennis scissilis,subspecies,大眼長蝽,大眼長椿象,
KL_Insect_0000093,245703,t0106079,accepted,Animalia,Myrmecophilus,Myrmecophilus,genus,蟻蟋屬,,
KL_Insect_0000092,68534,t0030676,accepted,Animalia,Conocephalus maculatus,Conocephalus maculatus,species,褐背細斯,,
KL_Reptile_0000004,67358,t0030385,accepted,Animalia,Chelonia mydas,Chelonia mydas,species,綠蠵龜,,
KL_Avian_0000167,60811,t0102332,accepted,Animalia,Zosterops japonicus,Zosterops japonicus,species,日菲繡眼,,
KL_BenthicInvertebrate_0000003,90779,t0047883,accepted,Animalia,Tridacna crocea,Tridacna crocea,species,圓硨磲,圓硨磲蛤,
KL_BenthicInvertebrate_0000005,5211,t0004715,accepted,Animalia,Spondylidae,Spondylidae,family,海菊蛤科,,
KL_BenthicInvertebrate_0000009,83919,t0084272,accepted,Animalia,Phyllidiopsis xishaensis,Phyllidiopsis xishaensis,species,縱紋葉海蛞蝓,,
KL_BenthicInvertebrate_0000010,83903,t0031865,accepted,Animalia,Phyllidia varicosa,Phyllidia varicosa,species,葉海蛞蝓,腫紋葉海牛 | 腫紋葉海蛞蝓 | 葉海麒麟 | 多變葉海蛞蝓,
KL_BenthicInvertebrate_0000011,83909,t0031867,accepted,Animalia,Phyllidiella pustulosa,Phyllidiella pustulosa,species,突丘葉海蛞蝓,突丘葉海牛,
KL_BenthicInvertebrate_0000014,78360,t0027802,accepted,Animalia,Mauritia arabica,Mauritia arabica,species,阿拉伯寶螺,,
KL_BenthicInvertebrate_0000015,69715,t0080184,accepted,Animalia,Cypraea tigris,Cypraea tigris,species,黑星寶螺,,
KL_BenthicInvertebrate_0000031,66396,t0030089,accepted,Animalia,Calpurnus verrucosus,Calpurnus verrucosus,species,玉兔螺,,
KL_BenthicInvertebrate_0000095,3753,t0005685,accepted,Animalia,Conidae,Conidae,family,芋螺科,,
KL_BenthicInvertebrate_0000073,285469,t0125383,accepted,Animalia,Palythoa mutuki,Palythoa mutuki,species,沙群海葵,睦月瘤砂葵,
KL_BenthicInvertebrate_0000080,90922,t0028360,accepted,Animalia,Tripneustes gratilla,Tripneustes gratilla,species,白棘三列海膽,,
KL_BenthicInvertebrate_0000087,71122,t0028788,accepted,Animalia,Echinaster luzonicus,Echinaster luzonicus,species,呂宋棘海星,,
KL_BenthicInvertebrate_0000088,77138,t0027469,accepted,Animalia,Linckia laevigata,Linckia laevigata,species,藍指海星,,
KL_BenthicInvertebrate_0000090,68450,t0079040,accepted,Animalia,Comanthina schlegeli,Comanthina schlegeli,species,許氏大羽花,,
KL_BenthicInvertebrate_0000091,88296,t0033002,accepted,Animalia,Spirobranchus giganteus,Spirobranchus giganteus,species,大旋鰓蟲,,
KL_BenthicInvertebrate_0000092,287190,t0135306,accepted,Animalia,Styelidae,Styelidae,family,柄海鞘科,,
KL_BenthicInvertebrate_0000093,81310,t0031223,accepted,Animalia,Octopus cyanea,Octopus cyanea,species,藍蛸,藍章,
KL_Insect_0000115,10397,t0019407,accepted,Animalia,Eristalinus,Eristalinus,genus,斑眼蚜蠅屬,寶玉蚜蠅屬,
KL_Avian_0000240,4961,t0004472,accepted,Animalia,Procellariidae,Procellariidae,family,鸌科,,
KL_Avian_0000255,4566,t0006479,accepted,Animalia,Motacillidae,Motacillidae,family,鶺鴒科,,
KL_Avian_0000242,5696,t0002043,accepted,Animalia,Passeriformes,Passeriformes,order,雀形目,,
KL_BenthicInvertebrate_0000019,89702,t0033291,accepted,Animalia,Tenguella granulata,Tenguella granulata,species,結螺,,
KL_BenthicInvertebrate_0000020,78202,t0068441,accepted,Animalia,Mancinella aculeata,Mancinella aculeata,species,鐵斑岩螺,,
KL_BenthicInvertebrate_0000021,71006,t0062126,accepted,Animalia,Drupella margariticola,Drupella margariticola,species,稜結螺,,
KL_BenthicInvertebrate_0000022,258202,t0080577,accepted,Animalia,Muricodrupa anaxares,Muricodrupa anaxares,species,白瘤結螺,,
KL_BenthicInvertebrate_0000023,88869,t0040009,accepted,Animalia,Strigatella zebra,Strigatella zebra,species,小焰筆螺,,
KL_BenthicInvertebrate_0000028,90993,t0048078,accepted,Animalia,Trochus stellatus,Trochus stellatus,species,血斑鐘螺,,
KL_BenthicInvertebrate_0000026,80770,t0081496,accepted,Animalia,Nerita albicilla,Nerita albicilla,species,漁舟蜑螺,,
KL_BenthicInvertebrate_0000029,81032,t0081720,accepted,Animalia,Nodilittorina pyramidalis,Nodilittorina pyramidalis,species,塔結節濱螺,顆粒玉黍螺,
KL_BenthicInvertebrate_0000030,71148,t0062248,accepted,Animalia,Echinolittorina vidua,Echinolittorina vidua,species,台灣玉黍螺,,
KL_BenthicInvertebrate_0000055,83302,t0083744,accepted,Animalia,Percnon sinense,Percnon sinense,species,中華盾牌蟹,,
KL_BenthicInvertebrate_0000061,72727,t0029147,accepted,Animalia,Euxanthus exsculptus,Euxanthus exsculptus,species,雕刻真扇蟹,,
KL_BenthicInvertebrate_0000051,66175,t0030023,accepted,Animalia,Calcinus latens,Calcinus latens,species,隱伏硬殼寄居蟹,隱伏硬指寄居蟹,
KL_BenthicInvertebrate_0000052,68080,t0078719,accepted,Animalia,Clibanarius englaucus,Clibanarius englaucus,species,藍指細螯寄居蟹,,
KL_BenthicInvertebrate_0000058,83464,t0083884,accepted,Animalia,Petrolisthes hastatus,Petrolisthes hastatus,species,矛形岩瓷蟹,,
KL_Fish_0000204,8030,t0011377,accepted,Animalia,Caranx,Caranx,genus,鰺屬,,
KL_Fish_0000064,36494,t0029496,accepted,Animalia,Halichoeres nebulosus,Halichoeres nebulosus,species,雲紋海豬魚,,
KL_Fish_0000036,37892,t0033031,accepted,Animalia,Stegastes nigricans,Stegastes nigricans,species,黑高身雀鯛,,
KL_Fish_0000083,38006,t0103323,accepted,Animalia,Thalassoma purpureum,Thalassoma purpureum,species,紫錦魚,,
KL_Insect_0000129,18118,t0016554,accepted,Animalia,Solenopsis,Solenopsis,genus,火家蟻屬,,
KL_Avian_0000246,3380,t0005326,accepted,Animalia,Apodidae,Apodidae,family,雨燕科,,
KL_Avian_0000247,56580,t0097065,accepted,Animalia,Fulica atra,Fulica atra,species,白冠雞,,
KL_Avian_0000248,3653,t0005590,accepted,Animalia,Charadriidae,Charadriidae,family,鴴科,,
KL_Avian_0000249,10988,t0019981,accepted,Animalia,Gallinago,Gallinago,genus,田鷸屬,,
KL_Avian_0000250,4573,t0006486,accepted,Animalia,Muscicapidae,Muscicapidae,family,鶲科,,
KL_Avian_0000241,14085,t0022997,accepted,Animalia,Motacilla,Motacilla,genus,鶺鴒屬,,
KL_Fish_0000218,35564,t0056972,accepted,Animalia,Arothron hispidus,Arothron hispidus,species,紋腹叉鼻魨,,
KL_Fish_0000213,3594,t0005533,accepted,Animalia,Carcharhinidae,Carcharhinidae,family,真鯊科,,
KL_Fish_0000216,27789,t0030306,accepted,Animalia,Chaetodon lineolatus,Chaetodon lineolatus,species,紋身蝴蝶魚,,
KL_Fish_0000217,28226,t0030688,accepted,Animalia,Coradion altivelis,Coradion altivelis,species,褐帶少女魚,,
KL_Fish_0000215,36185,t0028819,accepted,Animalia,Elagatis bipinnulata,Elagatis bipinnulata,species,雙帶鰺,,
KL_Fish_0000236,4057,t0005984,accepted,Animalia,Fistulariidae,Fistulariidae,family,馬鞭魚科,,
KL_Fish_0000220,4309,t0006233,accepted,Animalia,Kyphosidae,Kyphosidae,family,舵魚科,鿳科,
KL_Fish_0000238,4313,t0006237,accepted,Animalia,Labridae,Labridae,family,隆頭魚科,,
KL_Fish_0000239,4570,t0006483,accepted,Animalia,Muraenidae,Muraenidae,family,鯙科,,
KL_Fish_0000221,4726,t0004245,accepted,Animalia,Ostraciidae,Ostraciidae,family,箱魨科,,
KL_Fish_0000240,4939,t0004450,accepted,Animalia,Pomacentridae,Pomacentridae,family,雀鯛科,,
KL_Fish_0000241,5108,t0004613,accepted,Animalia,Scaridae,Scaridae,family,鸚哥魚科,,
KL_Avian_0000244,4859,t0004374,accepted,Animalia,Phylloscopidae,Phylloscopidae,family,柳鶯科,,
