taxonID,scientificNameID,taxonConceptID,taxonomicStatus,kingdom,scientificName,verbatimIdentification,taxonRank,vernacularName,taxonRemarks,identificationQualifier
KL_Avian_0000191,57352,t0027316,accepted,Animalia,Larvivora komadori,Larvivora komadori,species,琉球歌鴝,,
KL_Avian_0000195,60203,t0086328,accepted,Animalia,Tarsiger cyanurus,Tarsiger cyanurus,species,藍尾鴝,,
KL_Avian_0000197,56391,t0029207,accepted,Animalia,Ficedula narcissina,Ficedula narcissina,species,黃眉黃鶲,,
KL_Avian_0000198,72927,t0029206,accepted,Animalia,Ficedula mugimaki,Ficedula mugimaki,species,白眉黃鶲,,
KL_Avian_0000200,72928,t0063853,accepted,Animalia,Ficedula parva,Ficedula parva,species,紅胸鶲,,
KL_Avian_0000215,63903,t0071791,accepted,Animalia,Anthus cervinus,Anthus cervinus,species,赤喉鷚,,
KL_Avian_0000221,54807,t0097521,accepted,Animalia,Carpodacus erythrinus,Carpodacus erythrinus,species,普通朱雀,,
KL_Avian_0000001,6673,t0010049,accepted,Animalia,Anser,Anser,genus,雁屬,,
KL_Avian_0000009,59034,t0098548,accepted,Animalia,Podiceps nigricollis,Podiceps nigricollis,species,黑頸鸊鷉,,
KL_Avian_0000013,88843,t0039989,accepted,Animalia,Streptopelia decaocto,Streptopelia decaocto,species,灰斑鳩,,
KL_Avian_0000028,60791,t0096712,accepted,Animalia,Zapornia fusca,Zapornia fusca,species,緋秧雞,,
KL_Avian_0000046,54656,t0097440,accepted,Animalia,Calidris alpina,Calidris alpina,species,黑腹濱鷸,,
KL_Avian_0000088,54484,t0097387,accepted,Animalia,Botaurus stellaris,Botaurus stellaris,species,大麻鷺,,
KL_Avian_0000103,58978,t0098516,accepted,Animalia,Platalea leucorodia,Platalea leucorodia,species,白琵鷺,,
KL_Avian_0000104,84302,t0035964,accepted,Animalia,Platalea minor,Platalea minor,species,黑面琵鷺,,
KL_Avian_0000128,83338,t0083775,accepted,Animalia,Pericrocotus divaricatus,Pericrocotus divaricatus,species,灰山椒鳥,,
KL_Avian_0000137,55455,t0097794,accepted,Animalia,Corvus corone,Corvus corone,species,小嘴烏鴉,,
KL_Avian_0000148,59519,t0098754,accepted,Animalia,Riparia riparia,Riparia riparia,species,灰沙燕,,
KL_Avian_0000156,83970,t0084309,accepted,Animalia,Phylloscopus proregulus,Phylloscopus proregulus,species,黃腰柳鶯,,
KL_Avian_0000166,60813,t0096736,accepted,Animalia,Zosterops simplex,Zosterops simplex,species,斯氏繡眼,,
KL_Avian_0000168,60097,t0099000,accepted,Animalia,Sturnus vulgaris,Sturnus vulgaris,species,歐洲椋鳥,,
KL_Avian_0000169,62669,t0070677,accepted,Animalia,Agropsar philippensis,Agropsar philippensis,species,小椋鳥,,
KL_Avian_0000171,88306,t0039487,accepted,Animalia,Spodiopsar sericeus,Spodiopsar sericeus,species,絲光椋鳥,,
KL_Avian_0000186,58061,t0096470,accepted,Animalia,Muscicapa sibirica,Muscicapa sibirica,species,烏鶲,,
KL_Avian_0000189,55649,t0097879,accepted,Animalia,Cyanoptila cyanomelana,Cyanoptila cyanomelana,species,白腹琉璃,,
KL_Avian_0000199,72924,t0063850,accepted,Animalia,Ficedula albicilla,Ficedula albicilla,species,紅喉鶲,,
KL_Avian_0000204,109222,t0032643,accepted,Animalia,Saxicola stejnegeri,Saxicola stejnegeri,species,黑喉鴝,,
KL_Avian_0000219,55290,t0097738,accepted,Animalia,Coccothraustes coccothraustes,Coccothraustes coccothraustes,species,臘嘴雀,,
KL_Avian_0000226,56154,t0096858,accepted,Animalia,Emberiza elegans,Emberiza elegans,species,黃喉鵐,,
KL_Avian_0000227,56157,t0096862,accepted,Animalia,Emberiza pallasi,Emberiza pallasi,species,葦鵐,,
KL_Avian_0000228,56158,t0096863,accepted,Animalia,Emberiza schoeniclus,Emberiza schoeniclus,species,蘆鵐,,
KL_Avian_0000235,71414,t0062496,accepted,Animalia,Emberiza chrysophrys,Emberiza chrysophrys,species,黃眉鵐,,
KL_Avian_0000236,71422,t0062504,accepted,Animalia,Emberiza tristrami,Emberiza tristrami,species,白眉鵐,,
KL_Avian_0000053,90848,t0047945,accepted,Animalia,Tringa ochropus,Tringa ochropus,species,白腰草鷸,,
KL_Avian_0000068,56646,t0097096,accepted,Animalia,Gelochelidon nilotica,Gelochelidon nilotica,species,鷗嘴燕鷗,,
KL_Avian_0000077,104866,t0029772,accepted,Animalia,Hydrobates tristrami,Hydrobates tristrami,species,褐翅叉尾海燕,,
KL_Insect_0000007,38116,t0028473,accepted,Animalia,Vanessa cardui,Vanessa cardui,species,小紅蛺蝶,,
KL_Insect_0000013,28165,t0097756,accepted,Animalia,Colias erate,Colias erate,species,紋黃蝶,,
KL_Insect_0000014,32560,t0031917,accepted,Animalia,Pieris canidia,Pieris canidia,species,緣點白粉蝶,,
KL_Insect_0000029,31698,t0052147,accepted,Animalia,Nyctemera adversata,Nyctemera adversata,species,粉蝶燈蛾,,
KL_Insect_0000043,284708,t0085241,accepted,Animalia,Anax julius,Anax julius,species,綠胸晏蜓,,
KL_Insect_0000081,62089,t0070133,accepted,Animalia,Acrida formosana,Acrida formosana,species,臺灣劍角蝗,蓬萊劍角蝗 | 中華劍角蝗 | 長頭蝗,
KL_Insect_0000144,92373,t0085206,accepted,Animalia,Aiolopus thalassinus tamulus,Aiolopus thalassinus tamulus,subspecies,斑蝗,,Identified to subspecies level based on the known local distribution.
KL_Insect_0000085,74879,t0065585,accepted,Animalia,Hieroglyphus annulicornis,Hieroglyphus annulicornis,species,斑腿蔗蝗,斑角蔗蝗 | 斑角蝗,
KL_Insect_0000086,292952,t0129995,accepted,Animalia,Gastrimargus marmoratus,Gastrimargus marmoratus,species,雲斑車蝗,,
KL_Insect_0000087,89623,t0033281,accepted,Animalia,Teleogryllus mitratus,Teleogryllus mitratus,species,白緣眉紋蟋蟀,,
KL_Insect_0000108,62686,t0070692,accepted,Animalia,Agrypnus sakaguchii,Agrypnus sakaguchii,species,小褐鏽叩頭蟲,,
KL_Plant_0000008,23164,t0046326,accepted,Plantae,Morus australis,Morus australis,species,小葉桑,,
KL_Plant_0000035,20715,t0052627,accepted,Plantae,Artemisia capillaris,Artemisia capillaris,species,茵陳蒿,,
KL_Plant_0000059,21505,t0053100,accepted,Plantae,Commelina diffusa,Commelina diffusa,species,竹仔菜,,
KL_Avian_0000044,66203,t0077070,accepted,Animalia,Calidris ruficollis,Calidris ruficollis,species,紅胸濱鷸,,
KL_Avian_0000090,308529,t0027178,accepted,Animalia,Botaurus eurhythmus,Botaurus eurhythmus,species,秋小鷺,,
KL_Avian_0000116,58403,t0098214,accepted,Animalia,Otus sunia,Otus sunia,species,東方角鴞,,
KL_Avian_0000131,55865,t0097990,accepted,Animalia,Dicrurus leucophaeus,Dicrurus leucophaeus,species,灰卷尾,,
KL_Avian_0000142,62104,t0070147,accepted,Animalia,Acrocephalus bistrigiceps,Acrocephalus bistrigiceps,species,雙眉葦鶯,,
KL_Avian_0000145,137323,t0096196,accepted,Animalia,Helopsaltes certhiola,Helopsaltes certhiola,species,小蝗鶯,,
KL_Avian_0000159,83976,t0084314,accepted,Animalia,Phylloscopus tenellipes,Phylloscopus tenellipes,species,淡腳柳鶯,,
KL_Avian_0000214,54119,t0100033,accepted,Animalia,Anthus gustavi,Anthus gustavi,species,白背鷚,,
KL_Avian_0000232,71421,t0062503,accepted,Animalia,Emberiza sulphurata,Emberiza sulphurata,species,野鵐,,
KL_Avian_0000018,55628,t0097841,accepted,Animalia,Cuculus canorus,Cuculus canorus,species,大杜鵑,,
KL_Avian_0000019,69257,t0030791,accepted,Animalia,Cuculus optatus,Cuculus optatus,species,北方中杜鵑,,
KL_Avian_0000070,55076,t0097673,accepted,Animalia,Chlidonias hybrida,Chlidonias hybrida,species,黑腹燕鷗,,
KL_Insect_0000006,30446,t0027215,accepted,Animalia,Junonia orithya,Junonia orithya,species,青眼蛺蝶,,
KL_Insect_0000023,268700,t0031661,accepted,Animalia,Purpurata iopasalis,Purpurata iopasalis,species,紫褐肋野螟蛾,,
KL_Insect_0000037,36580,t0029704,accepted,Animalia,Hippotion rosetta,Hippotion rosetta,species,後紅斜線天蛾,茜草後紅斜線天蛾 | 茜草紅後斜線天蛾 | 裏紅斜線天蛾,
KL_Insect_0000045,62652,t0057586,accepted,Animalia,Agriocnemis pygmaea,Agriocnemis pygmaea,species,橙尾細蟌,,
KL_Insect_0000058,59943,t0098935,accepted,Animalia,Spilostethus hospes,Spilostethus hospes,species,黑斑腺長蝽,箭痕腺長蝽,
KL_Insect_0000072,62585,t0070594,accepted,Animalia,Agonoscelis nubilis,Agonoscelis nubilis,species,雲蝽,雲椿象,
KL_Insect_0000074,84105,t0084432,accepted,Animalia,Piezodorus hybneri,Piezodorus hybneri,species,璧蝽,璧椿象,
KL_Insect_0000075,87296,t0038632,accepted,Animalia,Scotiphara scotii,Scotiphara scotii,species,短刺黑椿象,,
KL_Insect_0000077,85962,t0037458,accepted,Animalia,Pycnoscelus surinamensis,Pycnoscelus surinamensis,species,蘇利南潛蠊,,
KL_Insect_0000079,267217,t0031741,accepted,Animalia,Validiblatta australasiae,Validiblatta australasiae,species,澳洲家蠊,,
KL_Insect_0000102,68217,t0078837,accepted,Animalia,Coccinella septempunctata,Coccinella septempunctata,species,七星瓢蟲,,
KL_Insect_0000103,85210,t0036796,accepted,Animalia,Propylea japonica,Propylea japonica,species,龜紋瓢蟲,,
KL_Insect_0000106,82210,t0082775,accepted,Animalia,Paederus fuscipes,Paederus fuscipes,species,紅胸隱翅蟲,梭毒隱翅蟲 | 青翅蟻形隱翅蟲 | 黄腳蟻型隱翅蟲,
KL_Plant_0000011,55292,t0073343,accepted,Plantae,Cocculus orbiculatus,Cocculus orbiculatus,species,木防己,,
KL_Plant_0000013,21022,t0040401,accepted,Plantae,Boerhavia glabrata,Boerhavia glabrata,species,光果黃細心,,
KL_Plant_0000029,25954,t0087359,accepted,Plantae,Callicarpa japonica var. luxurians,Callicarpa japonica var. luxurians,variety,朝鮮紫珠,,
KL_Plant_0000033,21549,t0053128,accepted,Plantae,Corydalis koidzumiana,Corydalis koidzumiana,species,密花黃堇,密花黃菫,
KL_Plant_0000039,55429,t0073443,accepted,Plantae,Conyza sumatrensis,Conyza sumatrensis,species,野茼蒿,,
KL_Plant_0000044,22348,t0053831,accepted,Plantae,Gnaphalium calviceps,Gnaphalium calviceps,species,直莖鼠麴草,,
KL_Plant_0000063,25271,t0053700,accepted,Plantae,Fimbristylis dichotoma,Fimbristylis dichotoma,species,竹子飄拂草,,
KL_Plant_0000069,25157,t0053380,accepted,Plantae,Digitaria ciliaris,Digitaria ciliaris,species,升馬唐,,
KL_Plant_0000078,23423,t0054713,accepted,Plantae,Paspalum orbiculare,Paspalum orbiculare,species,圓果雀稗,,
KL_Plant_0000090,24473,t0055570,accepted,Plantae,Terminalia catappa,Terminalia catappa,species,欖仁,,
KL_Avian_0000141,55177,t0097715,accepted,Animalia,Cisticola juncidis,Cisticola juncidis,species,棕扇尾鶯,,
KL_Avian_0000035,55021,t0097634,accepted,Animalia,Charadrius alexandrinus,Charadrius alexandrinus,species,東方環頸鴴,,
KL_Avian_0000045,54655,t0097439,accepted,Animalia,Calidris alba,Calidris alba,species,三趾濱鷸,,
KL_Avian_0000049,73332,t0064225,accepted,Animalia,Gallinago megala,Gallinago megala,species,中地鷸,,
KL_Avian_0000161,83964,t0084306,accepted,Animalia,Phylloscopus coronatus,Phylloscopus coronatus,species,冠羽柳鶯,,
KL_Avian_0000076,104864,t0029770,accepted,Animalia,Hydrobates matsudairae,Hydrobates matsudairae,species,煙黑叉尾海燕,日本叉尾海燕,
KL_Avian_0000080,64352,t0072180,accepted,Animalia,Ardenna pacifica,Ardenna pacifica,species,長尾水薙鳥,,
KL_Fish_0000002,37955,t0033225,accepted,Animalia,Taeniurops meyeni,Taeniurops meyeni,species,邁氏擬條尾魟,,
KL_Fish_0000006,36174,t0028785,accepted,Animalia,Echidna nebulosa,Echidna nebulosa,species,星帶蝮鯙,,
KL_Fish_0000008,35606,t0057010,accepted,Animalia,Aulostomus chinensis,Aulostomus chinensis,species,中華管口魚,,
KL_Fish_0000015,35478,t0056891,accepted,Animalia,Amphiprion clarkii,Amphiprion clarkii,species,克氏海葵魚,克氏雙鋸魚 | 小丑魚,
KL_Fish_0000018,35927,t0030461,accepted,Animalia,Chromis analis,Chromis analis,species,長臀光鰓雀鯛,,
KL_Fish_0000021,27992,t0050308,accepted,Animalia,Chromis margaritifer,Chromis margaritifer,species,雙斑光鰓雀鯛,,
KL_Fish_0000022,35931,t0030468,accepted,Animalia,Chromis notata,Chromis notata,species,斑鰭光鰓雀鯛,尾斑光鰓雀鯛 | 厚殼仔 | 尾斑光鰓魚 | 藍雀,
KL_Fish_0000023,27999,t0050312,accepted,Animalia,Chromis weberi,Chromis weberi,species,魏氏光鰓雀鯛,,
KL_Fish_0000026,35944,t0030484,accepted,Animalia,Chrysiptera tricincta,Chrysiptera tricincta,species,三斑刻齒雀鯛,三帶刻齒雀鯛 | 厚殼仔 | 三帶金翅雀鯛,
KL_Fish_0000028,36082,t0030903,accepted,Animalia,Dascyllus trimaculatus,Dascyllus trimaculatus,species,三斑圓雀鯛,,
KL_Fish_0000032,32746,t0055883,accepted,Animalia,Pomacentrus coelestis,Pomacentrus coelestis,species,霓虹雀鯛,,
KL_Fish_0000038,36681,t0027159,accepted,Animalia,Istiblennius dussumieri,Istiblennius dussumieri,species,杜氏蛙䲁,,
KL_Fish_0000040,37427,t0031944,accepted,Animalia,Plagiotremus tapeinosoma,Plagiotremus tapeinosoma,species,黑帶橫口鳚,,
KL_Fish_0000043,29441,t0051111,accepted,Animalia,Fistularia commersonii,Fistularia commersonii,species,康氏馬鞭魚,,
KL_Fish_0000045,35687,t0029894,accepted,Animalia,Bodianus diana,Bodianus diana,species,對斑狐鯛,,
KL_Fish_0000055,35960,t0030543,accepted,Animalia,Cirrhilabrus cyanopleura,Cirrhilabrus cyanopleura,species,藍身絲鰭鯛,藍身絲鰭鸚鯛 | 藍身絲隆頭魚 | 紅娘仔 | 柳冷仔 | 藍身鸚哥,
KL_Fish_0000057,36487,t0029488,accepted,Animalia,Halichoeres argus,Halichoeres argus,species,大眼海豬魚,珠光海豬魚 | 大眼儒艮鯛 | 柳冷仔 | 孔雀龍,
KL_Fish_0000062,29805,t0051277,accepted,Animalia,Halichoeres melanochir,Halichoeres melanochir,species,黑腕海豬魚,,
KL_Fish_0000063,29804,t0029493,accepted,Animalia,Halichoeres marginatus,Halichoeres marginatus,species,緣鰭海豬魚,,
KL_Fish_0000066,36732,t0027272,accepted,Animalia,Labroides dimidiatus,Labroides dimidiatus,species,裂唇魚,,
KL_Fish_0000068,37901,t0033064,accepted,Animalia,Stethojulis bandanensis,Stethojulis bandanensis,species,黑星紫胸魚,,
KL_Fish_0000082,38005,t0033350,accepted,Animalia,Thalassoma lutescens,Thalassoma lutescens,species,胸斑錦魚,黃衣錦魚,
KL_Fish_0000088,37576,t0032273,accepted,Animalia,Pseudolabrus eoethinus,Pseudolabrus eoethinus,species,紅頸擬隆頭魚,,
KL_Fish_0000096,35389,t0056812,accepted,Animalia,Acanthurus nigrofuscus,Acanthurus nigrofuscus,species,褐斑刺尾鯛,,
KL_Fish_0000098,35391,t0056814,accepted,Animalia,Acanthurus thompsoni,Acanthurus thompsoni,species,黃尾刺尾鯛,,
KL_Fish_0000099,26281,t0049456,accepted,Animalia,Acanthurus xanthopterus,Acanthurus xanthopterus,species,黃鰭刺尾鯛,,
KL_Fish_0000103,37034,t0028230,accepted,Animalia,Naso hexacanthus,Naso hexacanthus,species,六棘鼻魚,,
KL_Fish_0000105,32806,t0032119,accepted,Animalia,Prionurus scalprum,Prionurus scalprum,species,鋸尾鯛,,
KL_Fish_0000112,27801,t0030310,accepted,Animalia,Chaetodon nippon,Chaetodon nippon,species,日本蝴蝶魚,,
KL_Fish_0000114,27764,t0050206,accepted,Animalia,Chaetodon argentatus,Chaetodon argentatus,species,銀身蝴蝶魚,,
KL_Fish_0000117,27787,t0030305,accepted,Animalia,Chaetodon kleinii,Chaetodon kleinii,species,克氏蝴蝶魚,,
KL_Fish_0000124,29450,t0046200,accepted,Animalia,Forcipiger flavissimus,Forcipiger flavissimus,species,黃鑷口魚,,
KL_Fish_0000131,37804,t0032804,accepted,Animalia,Seriola dumerili,Seriola dumerili,species,紅甘鰺,杜氏鰤 | 紅甘 | 高體鰤,
KL_Fish_0000132,35835,t0030229,accepted,Animalia,Centropyge vrolikii,Centropyge vrolikii,species,福氏刺尻魚,,
KL_Fish_0000134,37484,t0032063,accepted,Animalia,Pomacanthus semicirculatus,Pomacanthus semicirculatus,species,疊波蓋刺魚,,
KL_Fish_0000138,37554,t0032222,accepted,Animalia,Pseudanthias squamipinnis,Pseudanthias squamipinnis,species,絲鰭擬花鮨,,
KL_Fish_0000139,32631,t0031992,accepted,Animalia,Plectranthias nanus,Plectranthias nanus,species,短棘花鱸,,
KL_Fish_0000140,37574,t0032270,accepted,Animalia,Pseudogramma polyacantha,Pseudogramma polyacantha,species,多棘擬線鱸,,
KL_Fish_0000147,37352,t0031643,accepted,Animalia,Parupeneus multifasciatus,Parupeneus multifasciatus,species,多帶海緋鯉,,
KL_Fish_0000151,37208,t0031389,accepted,Animalia,Ostorhinchus properuptus,Ostorhinchus properuptus,species,黃帶天竺鯛,黃帶鸚天竺鯛 | 大面側仔 | 大目側仔 | 黃帶天竺鯛 | 橙帶天竺鯛,
KL_Fish_0000152,27887,t0030365,accepted,Animalia,Cheilodipterus quinquelineatus,Cheilodipterus quinquelineatus,species,五線巨齒天竺鯛,,
KL_Fish_0000153,26797,t0049750,accepted,Animalia,Apogon coccineus,Apogon coccineus,species,紅天竺鯛,透明紅天竺鯛,
KL_Fish_0000154,32871,t0055952,accepted,Animalia,Pseudamia gelatinosa,Pseudamia gelatinosa,species,鈍尾擬天竺鯛,犬牙擬天竺鯛 | 大面側仔 | 大目側仔,
KL_Fish_0000159,37613,t0032343,accepted,Animalia,Pterois volitans,Pterois volitans,species,魔鬼簑鮋,翱翔蓑鮋 | 獅子魚 | 長獅 | 魔鬼 | 國公 | 石狗敢 | 虎魚 | 雞公 | 紅虎 | 火烘 | 石頭魚,
KL_Fish_0000160,37777,t0032726,accepted,Animalia,Scorpaenodes evides,Scorpaenodes evides,species,淺海小鮋,,
KL_Fish_0000163,32894,t0055964,accepted,Animalia,Pseudochromis luteus,Pseudochromis luteus,species,紅准雀鯛,灰黃擬雀鯛 | 准雀鯛 | 紅貓仔 | 紅獅公,
KL_Fish_0000164,35649,t0057051,accepted,Animalia,Belonepterygion fasciolatum,Belonepterygion fasciolatum,species,橫帶針鰭鮗,橫帶針翅鮗 | 針鰭鮗 | 黑七夕魚,
KL_Fish_0000167,35752,t0030065,accepted,Animalia,Callogobius sclateri,Callogobius sclateri,species,稜頭硬皮鰕虎,,
KL_Fish_0000168,7904,t0011255,accepted,Animalia,Callogobius,Callogobius,genus,硬皮鰕虎屬,,
KL_Fish_0000170,36340,t0029153,accepted,Animalia,Eviota prasina,Eviota prasina,species,菲綠磯塘鱧,蔥綠磯鰕虎 | 蔥綠磯塘鱧,
KL_Fish_0000171,10732,t0019731,accepted,Animalia,Eviota,Eviota,genus,磯塘鱧屬,磯鰕虎屬,
KL_Fish_0000172,29461,t0051119,accepted,Animalia,Fusigobius duospilus,Fusigobius duospilus,species,裸頸植鰕虎,裸頸紡錘鰕虎 | 裸項紡錘鰕虎魚,
KL_Fish_0000173,36686,t0027164,accepted,Animalia,Istigobius decoratus,Istigobius decoratus,species,珠點銜鯊,華麗銜鰕虎 | 華麗銜鰕虎魚,
KL_Fish_0000174,37505,t0032112,accepted,Animalia,Priolepis cincta,Priolepis cincta,species,十二條鋸鱗鰕虎,橫帶鋸鱗鰕虎 | 橫帶鋸鱗鰕虎魚,
KL_Fish_0000175,37506,t0032113,accepted,Animalia,Priolepis inhaca,Priolepis inhaca,species,裸頰鋸鱗鰕虎,,
KL_Fish_0000176,258178,t0133562,accepted,Animalia,Priolepis nuchifasciata,Priolepis nuchifasciata,species,頸紋鋸鱗鰕虎,,
KL_Fish_0000177,38214,t0028349,accepted,Animalia,Trimma okinawae,Trimma okinawae,species,沖繩磨塘鱧,沖繩磨鰕虎,
KL_Fish_0000178,38079,t0028348,accepted,Animalia,Trimma macrophthalmum,Trimma macrophthalmum,species,圓斑磨塘鱧,大眼磨鰕虎 | 大眼磨塘鱧,
KL_Fish_0000179,29859,t0051306,accepted,Animalia,Helcogramma striata,Helcogramma striata,species,縱帶彎線鳚,,
KL_Fish_0000180,37106,t0031179,accepted,Animalia,Norfolkia brachylepis,Norfolkia brachylepis,species,短鱗諾福克三鰭鳚,短鱗諾福克鳚 | 狗鰷 | 三鰭鳚,
KL_Fish_0000181,28949,t0050811,accepted,Animalia,Enneapterygius rubicauda,Enneapterygius rubicauda,species,赤身雙線鳚,紅尾雙線鳚 | 狗鰷 | 三鰭鳚,
KL_Fish_0000182,36517,t0029558,accepted,Animalia,Helcogramma inclinata,Helcogramma inclinata,species,三角彎線鳚,,
KL_Fish_0000183,28693,t0050679,accepted,Animalia,Discotrema crinophilum,Discotrema crinophilum,species,盤孔喉盤魚,,
KL_Fish_0000184,38151,t0028591,accepted,Animalia,Zanclus cornutus,Zanclus cornutus,species,角蝶魚,,
KL_Fish_0000187,35617,t0057019,accepted,Animalia,Balistoides conspicillum,Balistoides conspicillum,species,花斑擬鱗魨,,
KL_Fish_0000188,36912,t0027885,accepted,Animalia,Melichthys vidua,Melichthys vidua,species,黑邊角鱗魨,,
KL_Fish_0000192,34591,t0056723,accepted,Animalia,Xanthichthys caeruleolineatus,Xanthichthys caeruleolineatus,species,黑帶黃鱗魨,,
KL_Fish_0000195,28654,t0031043,accepted,Animalia,Diodon holocanthus,Diodon holocanthus,species,六斑二齒魨,,
KL_Fish_0000196,35777,t0030117,accepted,Animalia,Canthigaster rivulata,Canthigaster rivulata,species,水紋尖鼻魨,,
KL_Fish_0000197,35779,t0030119,accepted,Animalia,Canthigaster valentini,Canthigaster valentini,species,瓦氏尖鼻魨,,
KL_Insect_0000210,34849,t0030200,accepted,Animalia,Catopsilia pomona pomona,Catopsilia pomona pomona,subspecies,遷粉蝶,果神蝶 | 無紋淡黃蝶 | 銀紋淡黃蝶 | 淡黃蝶 | 淺紋淡黃粉蝶 | 銀紋淡黃粉蝶 | 鐵刀木粉蝶 | 遷飛粉蝶,Identified to subspecies level based on the known local distribution.
KL_Insect_0000016,29321,t0051052,accepted,Animalia,Eurema mandarina,Eurema mandarina,species,北黃蝶,,
KL_Insect_0000022,33018,t0056023,accepted,Animalia,Pygospila tyres,Pygospila tyres,species,白斑黑翅野螟蛾,,
KL_Insect_0000035,37469,t0057177,accepted,Animalia,Plutella xylostella,Plutella xylostella,species,小菜蛾,,
KL_Insect_0000053,74956,t0065647,accepted,Animalia,Hishimonus sellatus,Hishimonus sellatus,species,菱紋葉蟬,凹緣菱紋葉蟬,
KL_Insect_0000057,92995,t0085718,accepted,Animalia,Graptostethus servus servus,Graptostethus servus servus,subspecies,紅腺長椿,紅腺長椿象 | 黑帶紅腺長蝽,Identified to subspecies level based on the known local distribution.
KL_Insect_0000083,90830,t0047928,accepted,Animalia,Trilophidia annulata,Trilophidia annulata,species,疣蝗,,
KL_Insect_0000146,68360,t0078956,accepted,Animalia,Colasposoma viridicoeruleum,Colasposoma viridicoeruleum,species,甘藷猿金花蟲,,
KL_Insect_0000105,93551,t0086159,accepted,Animalia,Protaetia orientalis sakaii,Protaetia orientalis sakaii,subspecies,東方白點花金龜,,Identified to subspecies level based on the known local distribution.
KL_Plant_0000003,25322,t0026568,accepted,Plantae,Haplopteris anguste-elongata,Haplopteris anguste-elongata,species,姬書帶蕨,,
KL_Plant_0000004,58275,t0026476,accepted,Plantae,Odontosoria biflora,Odontosoria biflora,species,闊片烏蕨,,
KL_Plant_0000057,61485,t0086947,accepted,Plantae,Pilea peploides var. major,Pilea peploides var. major,variety,齒葉矮冷水麻,苦水花 | 矮冷水麻,
KL_Plant_0000060,21205,t0052815,accepted,Plantae,Carex breviculmis,Carex breviculmis,species,短莖宿柱薹,,
KL_Avian_0000130,55866,t0097991,accepted,Animalia,Dicrurus macrocercus,Dicrurus macrocercus,species,大卷尾,,
KL_Avian_0000223,88292,t0032999,accepted,Animalia,Spinus spinus,Spinus spinus,species,黃雀,,
KL_Avian_0000217,260966,t0085266,accepted,Animalia,Anthus japonicus,Anthus japonicus,species,黃腹鷚,,
KL_Insect_0000052,86514,t0037922,accepted,Animalia,Riptortus pedestris,Riptortus pedestris,species,點蜂緣蝽,,
KL_Insect_0000054,68077,t0078716,accepted,Animalia,Cletus trigonus,Cletus trigonus,species,肩棘緣蝽,,
KL_Insect_0000055,75051,t0065733,accepted,Animalia,Homoeocerus marginiventris,Homoeocerus marginiventris,species,小點同緣蝽,,
KL_Insect_0000094,67553,t0030434,accepted,Animalia,Chlorophorus annularis,Chlorophorus annularis,species,竹虎天牛,,
KL_Plant_0000005,25551,t0026749,accepted,Plantae,Nephrolepis biserrata,Nephrolepis biserrata,species,長葉腎蕨,,
KL_Avian_0000031,84632,t0032028,accepted,Animalia,Pluvialis squatarola,Pluvialis squatarola,species,灰斑鴴,,
KL_Avian_0000162,16171,t0014650,accepted,Animalia,Phylloscopus,Phylloscopus reguloides | Phylloscopus claudiae | Phylloscopus goodsoni,genus,冠紋柳鶯複合群,The Blyth's | Claudia's | Hartert's Leaf Warbler complex (Phylloscopus reguloides | Phylloscopus claudiae | Phylloscopus goodsoni),This taxonID represents the Blyth's | Claudia's | Hartert's Leaf Warbler complex (Phylloscopus reguloides | Phylloscopus claudiae | Phylloscopus goodsoni).
KL_Avian_0000201,58787,t0098449,accepted,Animalia,Phoenicurus fuliginosus,Phoenicurus fuliginosus,species,鉛色水鶇,,
KL_Avian_0000081,64353,t0057744,accepted,Animalia,Ardenna tenuirostris,Ardenna tenuirostris,species,短尾水薙鳥,,
KL_Insect_0000028,29160,t0029065,accepted,Animalia,Eudocima phalonia,Eudocima phalonia,species,落葉夜蛾,落葉裳蛾 | 凡艷葉夜蛾,
KL_Insect_0000033,34802,t0084681,accepted,Animalia,Asota plana lacteata,Asota plana lacteata,subspecies,長斑擬燈蛾,,
KL_Insect_0000034,29728,t0051233,accepted,Animalia,Grammodes geometrica,Grammodes geometrica,species,象夜蛾,,
KL_Plant_0000025,23162,t0054498,accepted,Plantae,Morinda umbellata,Morinda umbellata,species,繖花藤,羊角藤,
KL_Avian_0000016,54899,t0097580,accepted,Animalia,Centropus bengalensis,Centropus bengalensis,species,番鵑,,
KL_Avian_0000020,54786,t0097495,accepted,Animalia,Caprimulgus jotaka,Caprimulgus jotaka,species,普通夜鷹,,
KL_Avian_0000022,53853,t0099809,accepted,Animalia,Aerodramus brevirostris,Aerodramus brevirostris,species,短嘴金絲燕,,
KL_Avian_0000042,66207,t0077073,accepted,Animalia,Calidris tenuirostris,Calidris tenuirostris,species,大濱鷸,,
KL_Avian_0000058,60512,t0096559,accepted,Animalia,Tringa totanus,Tringa totanus,species,赤足鷸,,
KL_Avian_0000164,57033,t0097304,accepted,Animalia,Horornis canturians,Horornis canturians,species,遠東樹鶯,,
KL_Avian_0000005,54030,t0099970,accepted,Animalia,Anas platyrhynchos,Anas platyrhynchos,species,綠頭鴨,,
KL_Avian_0000017,67977,t0030562,accepted,Animalia,Clamator coromandus,Clamator coromandus,species,冠郭公,,
KL_Avian_0000025,86150,t0032418,accepted,Animalia,Rallus indicus,Rallus indicus,species,東亞秧雞,,
